text	label
« Sans receleurs, il n'y aurait pas de voleurs.	DirectSpeech
« Sans voleurs pas de receleurs.	DirectSpeech
« Non... pas plus de pitié... moins de pitié, même... pour celui qui excite au mal que pour celui qui fait le mal !	DirectSpeech
« Que la plus légère complicité soit donc punie d'un châtiment terrible !...	DirectSpeech
« Bien... il y a là une pensée sévère et féconde, haute et morale.	DirectSpeech
« Et si cet homme simple se hasardait d'avancer que, sans père... il n'y aurait peut-être pas d'enfant, la société crierait à l'atrocité, à la folie.	DirectSpeech
Le notaire, où est-il ?	DirectSpeech
-- M. Ferrand travaille dans son cabinet, dit le maître clerc, si vous voulez attendre un instant, monsieur, il pourra vous recevoir.	DirectSpeech
-- Comment, attendre ?	DirectSpeech
-- Mais, monsieur...	DirectSpeech
-- Veuillez passer dans la pièce à côté, monsieur,	DirectSpeech
j'irai tout de suite prévenir M. Ferrand.	DirectSpeech
Où est l'argent ?	DirectSpeech
-- Où sont les traites ?	DirectSpeech
-- Combien ?	DirectSpeech
-- Quarante mille francs.	DirectSpeech
-- Donnez...	DirectSpeech
-- Tenez, et finissons vite, monsieur ; faites votre métier, payez-vous, remettez-moi les traites,	DirectSpeech
Ça s'est vu...	DirectSpeech
-- Quoi ? -- Des billets de banque faux,	DirectSpeech
-- À propos de quoi me faites-vous cette remarque, monsieur ?	DirectSpeech
-- Mort-Dieu, monsieur le notaire, sachez que, lorsque j'interroge, on me répond !	DirectSpeech
-- Ceux-là sont bons...,	DirectSpeech
Voici ce qui vous revient des quarante mille francs ; mon client m'a chargé de percevoir la note des frais. »	DirectSpeech
Je vous demande, monsieur, pourquoi vous m'avez dit, à propos des billets de banque que je viens de vous remettre, qu'on en avait vu de faux ?	DirectSpeech
-- Pourquoi ?	DirectSpeech
-- Oui.	DirectSpeech
-- Parce que... je vous ai mandé ici pour une affaire de faux...	DirectSpeech
-- En quoi cette affaire de faux me concerne-t-elle ?	DirectSpeech
Vous rendez-vous compte, monsieur, des fonctions que remplit un notaire ?	DirectSpeech
-- Le compte et les fonctions sont parfaitement simples, monsieur ; j'avais tout à l'heure quarante mille francs, il m'en reste treize cents...	DirectSpeech
-- Vous êtes très-plaisant, monsieur... Je vous dirai, moi, qu'un notaire est aux affaires temporelles ce qu'un confesseur est aux affaires spirituelles... Par état, il connaît souvent d'ignobles secrets.	DirectSpeech
-- Après, monsieur ?	DirectSpeech
-- Il se trouve souvent forcé d'être en relation avec des fripons...	DirectSpeech
-- Ensuite, monsieur ?	DirectSpeech
-- Il doit, autant qu'il le peut, empêcher un nom honorable d'être traîné dans la boue.	DirectSpeech
-- Qu'ai-je de commun avec tout cela ?	DirectSpeech
-- Votre père vous avait laissé un nom respecté que vous déshonorez, monsieur !...	DirectSpeech
-- Qu'osez-vous dire ?	DirectSpeech
-- Sans l'intérêt qu'inspire ce nom à tous les honnêtes gens, au lieu d'être cité ici, devant moi, vous le seriez à cette heure devant le juge d'instruction.	DirectSpeech
-- Je ne vous comprends pas.	DirectSpeech
-- Eh bien ?	DirectSpeech
-- Cette traite est fausse.	DirectSpeech
-- Cela n'est pas vrai...	DirectSpeech
-- Cette traite est fausse !... La maison Meulaert n'a jamais contracté d'engagement avec William Smith ; elle ne le connaît pas.	DirectSpeech
-- Serait-il vrai !	DirectSpeech
mais alors j'ai été horriblement trompé, monsieur... car j'ai reçu cette valeur comme argent comptant.	DirectSpeech
-- De qui ?	DirectSpeech
-- William Smith n'a jamais existé... c'est un personnage imaginaire...	DirectSpeech
-- Monsieur, vous m'insultez !	DirectSpeech
-- Sa signature est fausse et supposée comme le reste.	DirectSpeech
-- Je vous dis, monsieur, que M. William Smith existe ; mais j'ai sans doute été dupe d'un horrible abus de confiance.	DirectSpeech
-- Pauvre jeune homme !...	DirectSpeech
-- Expliquez-vous.	DirectSpeech
-- En quatre mots, le dépositaire actuel de la traite est convaincu que vous avez commis le faux...	DirectSpeech
-- Monsieur !...	DirectSpeech
-- C'est une indignité !	DirectSpeech
-- Assez, monsieur !... assez !...	DirectSpeech
-- Autre indignité, autre absurdité ! d'accord.	DirectSpeech
-- Enfin, monsieur, que veut-on ?	DirectSpeech
-- Monsieur, vous me donnez une preuve d'intérêt dont je vous remercie ; je regrette la vivacité de mes premières paroles...,	DirectSpeech
-- Je ne m'intéresse pas du tout à vous,	DirectSpeech
Votre père étant l'honneur même, je n'aurais pas voulu voir son nom à la cour d'assises : voilà tout.	DirectSpeech
-- Je vous répète, monsieur, que je suis incapable de l'infamie dont on m'accuse.	DirectSpeech
-- Vous direz cela à M. Petit-Jean.	DirectSpeech
-- Mais je l'avoue, l'absence de M. Smith, qui a indignement abusé de ma bonne foi...	DirectSpeech
-- Infâme Smith !	DirectSpeech
-- Après ?	DirectSpeech
-- Soyez assez généreux pour employer la somme que je viens de vous remettre à désintéresser en partie la personne qui a cette traite entre les mains.	DirectSpeech
-- Cet argent appartient à mon client, il est sacré !	DirectSpeech
-- Mais dans deux ou trois jours je le rembourserai.	DirectSpeech
-- Vous ne le pourrez pas.	DirectSpeech
-- J'ai des ressources.	DirectSpeech
-- Aucunes... d'avouables du moins. Votre mobilier, vos chevaux ne vous appartiennent plus, dites-vous... ce qui m'a l'air d'une fraude indigne.	DirectSpeech
-- Moi, répondre de cent mille francs pour vous ! Ah çà ! vous êtes donc fou ?	DirectSpeech
-- Monsieur, je vous en supplie... au nom de mon père... dont vous m'avez parlé... soyez assez bon pour...	DirectSpeech
-- Je suis bon pour ceux qui le méritent,	DirectSpeech
-- Qu'est-ce ?	DirectSpeech
-- Madame la comtesse d'Orbigny,	DirectSpeech
-- Priez-la d'attendre un moment.	DirectSpeech
-- C'est la belle-mère de la marquise d'Harville !	DirectSpeech
-- Oui, monsieur ; elle a rendez-vous avec moi ; ainsi, serviteur.	DirectSpeech
-- Pas un mot de ceci, monsieur !	DirectSpeech
-- Je vous ai dit, monsieur, qu'un notaire était aussi discret qu'un confesseur.	DirectSpeech
-- Faites entrer Mme d'Orbigny. Puis, s'adressant au vicomte : « Prenez ces treize cent francs, monsieur, ce sera toujours un à-compte pour M. Petit-Jean. »	DirectSpeech
-- Eh ! bonjour, monsieur de Saint-Remy,	DirectSpeech
combien il y a de temps que je ne vous ai vu...	DirectSpeech
-- En effet, madame, depuis le mariage de d'Harville, dont j'étais témoin, je n'ai pas eu l'honneur de vous rencontrer,	DirectSpeech
Depuis lors, vous êtes toujours restée en Normandie ?	DirectSpeech
-- D'Harville est devenu très-sauvage et très-morose. On le rencontre assez peu dans le monde,	DirectSpeech
Mais la belle-mère de Mme d'Harville, enchantée de cette rencontre avec un élégant, n'était pas femme à lâcher sitôt sa proie.	DirectSpeech
-- Et ma chère belle-fille,	DirectSpeech
n'est pas, je l'espère, aussi sauvage que son mari ?	DirectSpeech
-- Mme d'Harville est fort à la mode et toujours fort entourée, ainsi qu'il convient à une jolie femme ; mais je crains, madame, d'abuser de vos moments... et...	DirectSpeech
-- Plus original que jamais : il part pour l'Orient, et il en revient juste à temps pour recevoir hier matin un coup d'épée, fort innocent du reste.	DirectSpeech
-- Ce pauvre duc ! Et sa femme, toujours belle et ravissante ?	DirectSpeech
-- Madame...	DirectSpeech
-- Bien au contraire, madame, bien au contraire,	DirectSpeech
-- Avouez que M. Ferrand est un homme terrible,	DirectSpeech
Savez-vous, monsieur le puritain, que c'est une superbe conversion que vous avez faite là... rendre sage l'élégant par excellence, le roi de la mode ?	DirectSpeech
-- C'est justement une conversion, madame, M. le vicomte sort de mon cabinet tout autre qu'il n'y était entré.	DirectSpeech
-- Quand je vous dis que vous faites des miracles !... ce n'est pas étonnant, vous êtes un saint.	DirectSpeech
-- Ah ! madame... vous me flattez,	DirectSpeech
Décidément, mon cher monsieur Ferrand, vous ne voulez pas m'accorder ce que je vous demande ?	DirectSpeech
-- Quelque folie, sans doute ?... Soyez inexorable, mon cher puritain,	DirectSpeech
-- Vous entendez, monsieur, je ne puis contrarier une aussi belle dame...	DirectSpeech
-- Mon cher monsieur Ferrand, parlons sérieusement... des choses sérieuses... et vous savez que celle-là... l'est beaucoup... Décidément vous me refusez ?	DirectSpeech
-- Comment, homme de fer, vous cédez ?	DirectSpeech
vous subissez aussi le charme de l'irrésistible ?...	DirectSpeech
-- Ma foi, madame, j'étais sur le point de céder, comme vous dites ; mais vous me faites rougir de ma faiblesse,	DirectSpeech
-- Oh ! le puritain ! Voyez-vous le puritain !	DirectSpeech
-- Du reste, voyez M. Petit-Jean ; il pensera, j'en suis sûr, absolument comme moi ; et, comme moi, il vous dira... non !	DirectSpeech
À l'hôtel de Lucenay.	DirectSpeech
-- Qui êtes-vous, madame... et que me voulez-vous ?	DirectSpeech
Vous expliquerez-vous enfin, madame ?	DirectSpeech
-- Monsieur...,	DirectSpeech
monsieur... peut-on vous confier un secret de la plus haute importance ?...	DirectSpeech
-- On peut tout me confier, madame ; mais il faut que je sache et que je voie à qui je parle.	DirectSpeech
-- Monsieur... cela, peut-être, n'est pas nécessaire... Je sais que vous êtes l'honneur, la loyauté même...	DirectSpeech
-- Au fait, madame... au fait, il y a là... quelqu'un qui m'attend... Qui êtes-vous ?	DirectSpeech
-- Peu vous importe mon nom, monsieur... Un... de... mes amis... de mes parents, sort de chez vous.	DirectSpeech
-- Son nom ?	DirectSpeech
-- M. Florestan de Saint-Remy.	DirectSpeech
-- Ah !	DirectSpeech
Eh bien ! madame ?	DirectSpeech
-- M. de Saint-Remy... m'a tout dit... monsieur...	DirectSpeech
-- Que vous a-t-il dit, madame ?	DirectSpeech
-- Tout !...	DirectSpeech
-- Mais encore...	DirectSpeech
-- Mon Dieu ! monsieur... vous le savez bien.	DirectSpeech
-- Je sais beaucoup de choses sur M. de Saint-Remy.	DirectSpeech
-- Hélas ! monsieur, une chose terrible !...	DirectSpeech
-- Je sais beaucoup de choses terribles sur M. de Saint-Remy...	DirectSpeech
-- Ah ! monsieur ! il me l'avait bien dit, vous êtes sans pitié...	DirectSpeech
Je suis la duchesse de Lucenay... monsieur...	DirectSpeech
-- M'sieu le notaire,	DirectSpeech
-- On demande cent mille francs !	DirectSpeech
-- Vous aurez vos cent mille francs... et vous enverrez tout de suite ces mauvais papiers à M. de Saint-Remy.	DirectSpeech
-- Où sont les cent mille francs, madame la duchesse ?	DirectSpeech
-- Est-ce que je ne vous ai pas dit que vous les auriez, monsieur ?	DirectSpeech
-- Il les faut demain avant midi, madame ; sinon la plainte en faux sera déposée au parquet.	DirectSpeech
-- Eh bien ! donnez cette somme, je vous en tiendrai compte ; quant à vous je vous payerai bien...	DirectSpeech
-- Mais, madame, il est impossible...	DirectSpeech
-- Vous ne me direz pas, je crois, qu'un notaire comme vous ne trouve pas cent mille francs du jour au lendemain.	DirectSpeech
-- Et sur quelles garanties, madame ?	DirectSpeech
-- Qu'est-ce que cela veut dire ? Expliquez-vous.	DirectSpeech
-- Qui me répondra de cette somme ?	DirectSpeech
-- Moi.	DirectSpeech
-- Mais... madame...	DirectSpeech
-- Oui, madame, moyennant inscription hypothécaire.	DirectSpeech
-- Qu'est-ce encore que ce mot-là ? Quelque formalité sans doute... Faites, monsieur, faites...	DirectSpeech
-- Un tel acte ne peut pas être dressé avant quinze jours, et il faut le consentement de M. votre mari, madame.	DirectSpeech
-- Mais cette terre m'appartient, à moi, à moi seule,	DirectSpeech
-- Il m'importe, madame ; vous êtes en puissance de mari, et les actes hypothécaires sont très-longs et très-minutieux.	DirectSpeech
-- Mais encore une fois, monsieur, vous ne me ferez pas accroire qu'il soit si difficile de trouver cent mille francs en deux heures.	DirectSpeech
-- Alors, madame, adressez-vous à votre notaire habituel, à vos intendants... Quant à moi, ça m'est impossible.	DirectSpeech
-- J'ai des raisons, monsieur, pour tenir ceci secret,	DirectSpeech
Vous connaissez les fripons qui veulent rançonner M. de Saint-Remy ; c'est pour cela que je m'adresse à vous...	DirectSpeech
-- Votre confiance m'honore infiniment, madame ; mais je ne puis faire ce que vous me demandez.	DirectSpeech
-- Vous n'avez pas cette somme ?	DirectSpeech
-- J'ai beaucoup plus que cette somme en billets de banque ou en bel et bon or... ici, dans ma caisse.	DirectSpeech
-- Oh ! que de paroles !... Est-ce ma signature que vous voulez... Je vous la donne, finissons...	DirectSpeech
-- En admettant, madame, que vous fussiez Mme de Lucenay...	DirectSpeech
-- Venez dans une heure à l'hôtel de Lucenay, monsieur. Je signerai chez moi ce qu'il faudra signer.	DirectSpeech
-- M. le duc signera-t-il aussi ?	DirectSpeech
-- Je ne comprends pas, monsieur...	DirectSpeech
-- Votre signature seule est sans valeur pour moi, madame.	DirectSpeech
Puisque vous possédez la somme que je vous demande, monsieur, et qu'après tout ma garantie est suffisante, pourquoi me refusez-vous ?	DirectSpeech
-- Parce que les hommes ont leurs caprices comme les femmes, madame.	DirectSpeech
-- Vous accepteriez toutes les conditions, madame ?	DirectSpeech
-- Toutes !... deux, trois, quatre mille francs, plus si vous voulez ! car, tenez, je vous le dis,	DirectSpeech
-- Rien ne vous coûtera !	DirectSpeech
Eh bien ! cette somme je vous la prêterai à une condition, à une seule condition... et je vous jure que... Il ne put achever sa déclaration.	DirectSpeech
-- J'aime encore mieux, franchement, demander ce service à M. de Lucenay.	DirectSpeech
-- Ah ! Ferrand !	DirectSpeech
vous aviez bien raison de dire que nous serions peut-être un jour perdus pour l'avoir laissée vivre.	DirectSpeech
-- Qui ?	DirectSpeech
-- Cette maudite petite fille.	DirectSpeech
-- Comment ?	DirectSpeech
-- Parle donc !... parle donc !...	DirectSpeech
-- Cette femme borgne vient de venir... Elle était en bas tout à l'heure... Elle m'a dit qu'elle savait que c'était moi qui avais livré la petite.	DirectSpeech
-- Malédiction ! qui a pu le lui dire ?... Tournemine... est aux galères...	DirectSpeech
-- Mais l'enfer est donc aujourd'hui déchaîné contre moi !	DirectSpeech
-- Mon Dieu ! que dire à cette femme ? Que lui promettre pour la faire taire ?	DirectSpeech
-- A-t-elle l'air heureuse ?	DirectSpeech
-- Comme je la traitais de mendiante, elle m'a fait sonner son cabas ; il y avait de l'argent dedans.	DirectSpeech
-- Et elle sait où est maintenant cette jeune fille ?	DirectSpeech
-- Elle affirme le savoir...	DirectSpeech
Cette borgnesse sait où est cette jeune fille ?	DirectSpeech
-- Oui. -- Et cette femme doit revenir ?	DirectSpeech
-- Demain.	DirectSpeech
-- Écris à Polidori qu'il vienne me trouver ce soir, à neuf heures.	DirectSpeech
-- Est-ce que vous voudriez vous défaire de la jeune fille... et de la vieille ?... Ce serait beaucoup en une fois, Ferrand !	DirectSpeech
-- Je te dis d'écrire à Polidori d'être ici ce soir à neuf heures !	DirectSpeech
-- Que M. de Graün fasse partir un courrier à l'instant même... Il faut que Cecily soit à Paris dans six jours...	DirectSpeech
-- Encore cette infernale diablesse ? L'exécrable femme du pauvre David, aussi belle qu'elle est infâme !... À quoi bon, monseigneur ?...	DirectSpeech
-- À quoi bon, sir Walter Murph ?... Dans un mois vous demanderez cela au notaire Jacques Ferrand.	DirectSpeech
se tournant vers le maître d'études : --	QuoteTagging
lui dit-il à demi-voix,	QuoteTagging
dit le professeur.	QuoteTagging
dit le professeur, qui était un homme d'esprit.	QuoteTagging
reprit le professeur,	QuoteTagging
cria le maître,	QuoteTagging
demanda le professeur.	QuoteTagging
fit timidement le nouveau, promenant autour de lui des regards inquiets.	QuoteTagging
exclamé d'une voix furieuse, arrêta, comme le Quos ego, une bourrasque nouvelle.	QuoteTagging
continuait le professeur indigné, et s'essuyant le front avec son mouchoir qu'il venait de prendre dans sa toque :	QuoteTagging
d'une voix plus douce : --	QuoteTagging
disait-il en lui frappant sur l'épaule ;	QuoteTagging
que l'arbre du pressoir était à remettre :	QuoteTagging
se dit-il,	QuoteTagging
quand on l'eut dépassée : --	QuoteTagging
murmura-t-il,	QuoteTagging
dit le père Rouault, en riant doucement.	QuoteTagging
balbutia Charles.	QuoteTagging
continua le fermier.	QuoteTagging
dit-il.	QuoteTagging
reprit Emma.	QuoteTagging
ajouta-t-elle.	QuoteTagging
dit-elle,	QuoteTagging
dit la dame,	QuoteTagging
dit-il	QuoteTagging
demanda-t-elle.	QuoteTagging
dit Emma.	QuoteTagging
dit en se frottant les mains d'un air heureux : --	QuoteTagging
dit-il enfin.	QuoteTagging
répondit-elle.	QuoteTagging
dit-elle dédaigneusement.	QuoteTagging
s'amortissait vite sur la terre : --	QuoteTagging
se disait-elle.	QuoteTagging
disait-elle tout bas, en se mordant les lèvres.	QuoteTagging
se disait-elle.	QuoteTagging
lui dit enfin,	QuoteTagging
criait la maîtresse d'auberge,	QuoteTagging
continuait-elle en les regardant de loin, son écumoire à la main.	QuoteTagging
répondit M. Homais,	QuoteTagging
exclama la veuve.	QuoteTagging
Le pharmacien ajouta : --	QuoteTagging
interrompit l'hôtesse, en haussant ses grosses épaules.	QuoteTagging
continuait-elle en se parlant à elle-même,	QuoteTagging
demanda le pharmacien.	QuoteTagging
dit le pharmacien, dès qu'il fut seul avec l'hôtesse.	QuoteTagging
répondit-elle ;	QuoteTagging
fit le pharmacien,	QuoteTagging
objecta l'hôtesse.	QuoteTagging
répliqua M. Homais ;	QuoteTagging
ajouta-t-il d'un ton plus calme.	QuoteTagging
il reprit : --	QuoteTagging
demanda la maîtresse d'auberge, tout en atteignant sur la cheminée un des flambeaux de cuivre qui s'y trouvaient rangés en colonnade avec leurs chandelles ;	QuoteTagging
L'hôtesse prit la défense de son curé :	QuoteTagging
dit le pharmacien.	QuoteTagging
Le pharmacien répondit :	QuoteTagging
le lendemain des comices :	QuoteTagging
puis il fit ce raisonnement : --	QuoteTagging
dit-il,	QuoteTagging
s'écria-t-elle.	QuoteTagging
fit Rodolphe en s'asseyant à ses côtés sur un tabouret,	QuoteTagging
Il reprit :	QuoteTagging
fit-elle en s'écartant un peu.	QuoteTagging
répliqua-t-il d'une voix mélancolique,	QuoteTagging
Il répéta :	QuoteTagging
continua-t-il,	QuoteTagging
dit-elle.	QuoteTagging
poursuivit-il en se relevant,	QuoteTagging
lui dit Rodolphe.	QuoteTagging
fit-il donc,	QuoteTagging
dit Bovary.	QuoteTagging
dès qu'ils furent seuls : --	QuoteTagging
dit Charles en faisant une pirouette.	QuoteTagging
répondit-il.	QuoteTagging
Il faisait à M. Boulanger des recommandations : --	QuoteTagging
cria M. Homais.	QuoteTagging
dit Rodolphe.	QuoteTagging
fit-elle.	QuoteTagging
reprit-il.	QuoteTagging
dit-elle.	QuoteTagging
reprit-il.	QuoteTagging
à cette phrase : --	QuoteTagging
répondit-elle.	QuoteTagging
elle dit vivement : --	QuoteTagging
Elle répéta : --	QuoteTagging
Elle balbutiait : --	QuoteTagging
reprit-il en changeant de visage.	QuoteTagging
Il disait : --	QuoteTagging
dit Rodolphe.	QuoteTagging
disait-elle.	QuoteTagging
fit lentement la jeune femme en se penchant sur son épaule.	QuoteTagging
dit-il.	QuoteTagging
Il ajouta : --	QuoteTagging
un quart d'heure après : --	QuoteTagging
demanda-t-elle.	QuoteTagging
répétait-il.	QuoteTagging
répondit-elle en lui passant les bras autour du cou.	QuoteTagging
dit-elle.	QuoteTagging
Charles se jeta sur elle en criant : --	QuoteTagging
disait-il en se débattant,	QuoteTagging
reprit le pharmacien,	QuoteTagging
dit le pharmacien,	QuoteTagging
Puis d'une voix balbutiante et effrayée : --	QuoteTagging
dit Charles,	QuoteTagging
fit Bovary.	QuoteTagging
Charles répéta comme une machine :	QuoteTagging
il écrivit : «	QuoteTagging
et aussitôt le pharmacien alla lui dire : --	QuoteTagging
s'écria Charles.	QuoteTagging
soupira l'ecclésiastique.	QuoteTagging
reprit Homais,	QuoteTagging
objecta le pharmacien,	QuoteTagging
fit l'ecclésiastique,	QuoteTagging
dit Homais.	QuoteTagging
dit-il,	QuoteTagging
disait l'un	QuoteTagging
disait l'autre	QuoteTagging
Félicité sanglotait : --	QuoteTagging
disait en soupirant l'aubergiste,	QuoteTagging
s'écria madame Lefrançois.	QuoteTagging
répliqua-t-il en haussant les épaules.	QuoteTagging
il reprit : --	QuoteTagging
disait le pharmacien,	QuoteTagging
s'écria l'ecclésiastique,	QuoteTagging
lui dit-il.	QuoteTagging
dit le pharmacien.	QuoteTagging
répondit l'ecclésiastique.	QuoteTagging
répliqua l'apothicaire.	QuoteTagging
vers quatre heures du matin : --	QuoteTagging
tout en lui frappant sur l'épaule : --	QuoteTagging
il tomba tout en pleurs dans les bras de Bovary : --	QuoteTagging
Et l'autre répondait avec des sanglots : --	QuoteTagging
et il répéta plusieurs fois :	QuoteTagging
s'écria le bonhomme,	QuoteTagging
s'écria Bovary tout en lui jetant avec colère une pièce de cinq francs.	QuoteTagging
L'apothicaire reprenait : --	QuoteTagging
dit Homais,	QuoteTagging
Enfin le bonhomme soupira : --	QuoteTagging
avec un long gémissement qui souleva toute sa poitrine : --	QuoteTagging
dit-il en se frappant la cuisse,	QuoteTagging
: chourineur, donneur de coups de couteau. (Nous n'abuserons pas longtemps de cet affreux langage d'argot, nous en donnerons seulement quelques spécimens caractéristiques.)].	QuoteTagging
: la laa chanteuse], dit l'homme en blouse ;	QuoteTagging
répondit la femme en tremblant	QuoteTagging
: si ta bourse est vide], l'ogresse	QuoteTagging
s'écria le Chourineur. Et il donna dans l'ombre et au hasard un si violent coup de poing à cette malheureuse, qu'elle poussa un cri de douleur aigu.	QuoteTagging
qu'il s'écria avec un effroyable jurement : --	QuoteTagging
Et furieux, il se précipita à la poursuite de la Goualeuse dans l'allée noire.	QuoteTagging
: je te crève les yeux avec mes ciseaux.], dit-elle d'un ton décidé. Je	QuoteTagging
s'écria le bandit en s'avançant toujours dans l'obscurité.	QuoteTagging
saisissant dans ses larges et fortes mains un poignet mince et frêle.	QuoteTagging
dit une voix mâle.	QuoteTagging
dit la voix.	QuoteTagging
: du sang répandu.], s'écria le Chourineur. Mais	QuoteTagging
et s'écria en s'adressant à son défenseur inconnu : --	QuoteTagging
répéta la Goualeuse.	QuoteTagging
: je suis un bandit qui n'est pas un poltron.], dit l'inconnu.	QuoteTagging
: que je te tue.] ? s'écria le bandit en faisant un violent effort pour se débarrasser de son adversaire, qu'il trouvait d'une vigueur extraordinaire. Bon,	QuoteTagging
ajouta-t-il en grinçant les dents.	QuoteTagging
répondit l'inconnu.	QuoteTagging
murmura le Chourineur d'une voix étouffée.	QuoteTagging
: sous le réverbère.].	QuoteTagging
reprit l'inconnu,	QuoteTagging
pour la troisième fois le brigand tomba comme un bœuf sur le pavé en murmurant : --	QuoteTagging
: je m'avoue vaincu, j'en ai assez.].	QuoteTagging
dit la Goualeuse, qui pendant cette rixe s'était hasardée sur le seuil de l'allée de la maison de Bras-Rouge. Puis elle ajouta avec étonnement	QuoteTagging
s'écria la Goualeuse en se réfugiant de nouveau dans l'allée et en tirant son protecteur par le bras,	QuoteTagging
dit-il à l'inconnu.	QuoteTagging
s'écria l'inconnu d'un ton menaçant.	QuoteTagging
dit le brigand d'un ton bourru,	QuoteTagging
: Dieu], comme	QuoteTagging
prêtres.]. Ce qui est sûr,	QuoteTagging
père et mère ! Si tu	QuoteTagging
pas ton homme. J'ai	QuoteTagging
vrai ; parce que, quand le sang me monte aux yeux,	QuoteTagging
aux juges.], et	QuoteTagging
dit celle-ci.	QuoteTagging
dit l'inconnu	QuoteTagging
dit l'inconnu surpris de cette question	QuoteTagging
dit le Chourineur en souriant d'un air singulier.	QuoteTagging
reprit l'inconnu, qui semblait ne pas vouloir continuer la conversation à ce sujet.	QuoteTagging
s'adressant à la Goualeuse : --	QuoteTagging
dit-il à l'inconnu,	QuoteTagging
l'eau d'aff,	QuoteTagging
l'ogresse du Lapin-Blanc	QuoteTagging
dit l'inconnu.	QuoteTagging
répondit-elle	QuoteTagging
dit le Chourineur	QuoteTagging
lorsque le charbonnier s'approcha et lui dit tout bas en anglais et d'un ton de respectueuse remontrance : --	QuoteTagging
dit le Chourineur.	QuoteTagging
reprit Rodolphe.	QuoteTagging
dit Fleur-de-Marie.	QuoteTagging
fit le Chourineur.	QuoteTagging
demanda Rodolphe.	QuoteTagging
s'écria le Chourineur en riant.	QuoteTagging
reprit Fleur-de-Marie,	QuoteTagging
dit le Chourineur, un coup de pied en guise de pain, avec des calottes pour mettre dessus.	QuoteTagging
demanda Rodolphe.	QuoteTagging
reprit le Chourineur,	QuoteTagging
[Note : la paille.] s'écria le Chourineur,	QuoteTagging
Cette plaisanterie fit sourire Fleur-de-Marie qui continua : --	QuoteTagging
dit le Chourineur battant le briquet pour allumer sa pipe.	QuoteTagging
dit le Chourineur en aspirant bruyamment quelques bouffées de tabac.	QuoteTagging
dit Fleur-de-Marie.	QuoteTagging
dit Fleur-de-Marie ;	QuoteTagging
dit le Chourineur.	QuoteTagging
demanda le Chourineur.	QuoteTagging
dit le Chourineur en interrompant la Goualeuse ;	QuoteTagging
dit le Chourineur en riant.	QuoteTagging
lui dit-il.	QuoteTagging
dit Rodolphe à Fleur-de-Marie, sans répondre à l'interpellation du Chourineur.	QuoteTagging
dit le Chourineur singulièrement intéressé.	QuoteTagging
dit Rodolphe aussi intéressé que le Chourineur.	QuoteTagging
ajouta Fleur-de-Marie en riant,	QuoteTagging
s'écria le Chourineur en riant aux éclats.	QuoteTagging
Fleur-de-Marie reprit : --	QuoteTagging
dit le Chourineur.	QuoteTagging
s'écria le Chourineur en frappant de nouveau sur la table avec colère ;	QuoteTagging
s'écria le Chourineur.	QuoteTagging
dit Rodolphe.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit la Goualeuse.	QuoteTagging
: je l'assassinerais.] si	QuoteTagging
je la tue.]	QuoteTagging
demanda Rodolphe.	QuoteTagging
s'écria le Chourineur avec un redoublement de fureur.	QuoteTagging
dit Fleur-de-Marie.	QuoteTagging
reprit le Chourineur.	QuoteTagging
dit Rodolphe.	QuoteTagging
reprit le Chourineur.	QuoteTagging
reprit Rodolphe.	QuoteTagging
s'écria le Chourineur.	QuoteTagging
dit Rodolphe en souriant.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit le Chourineur.	QuoteTagging
répondit la Goualeuse...	QuoteTagging
: cabriolet de place à quatre roues.] avec	QuoteTagging
la Goualeuse d'un air important.	QuoteTagging
demanda le Chourineur.	QuoteTagging
dit la Goualeuse.	QuoteTagging
: qu'il est condamné à mort.], et	QuoteTagging
et qu'il sera exécuté.] dans huit	QuoteTagging
Chourineur.	QuoteTagging
dit la Goualeuse.	QuoteTagging
dit Rodolphe.	QuoteTagging
dit le Chourineur :	QuoteTagging
dit Rodolphe.	QuoteTagging
dit celui-ci avec ironie,	QuoteTagging
dit Fleur-de-Marie avec un soupir.	QuoteTagging
s'écria le bandit avec un bruyant éclat de rire. Honnête !...	QuoteTagging
Elle dit au Chourineur : --	QuoteTagging
: pieds.], et	QuoteTagging
: vieillir.] !	QuoteTagging
: dans le corbillard du cocher des morts.]. Es-tu	QuoteTagging
dit Rodolphe.	QuoteTagging
dit le Chourineur.	QuoteTagging
dit brusquement Fleur-de-Marie après un assez long silence ; et elle tendit son verre.	QuoteTagging
dit cet homme, sans comprendre le mouvement de la jeune fille et sans remarquer une larme qui vint trembler au bout des cils de la Goualeuse.	QuoteTagging
dit Fleur-de-Marie en remettant son verre sur la table après avoir bu avec autant de répugnance que de dégoût.	QuoteTagging
Celui qui portait un bonnet grec dit à son camarade : --	QuoteTagging
: ne vient pas.] ;	QuoteTagging
le camarade.] ne l'ait	QuoteTagging
l'ait pas assassiné pour lui voler sa part du butin.].	QuoteTagging
: qui avons préparé, ménagé le vol.] ! reprit l'autre.	QuoteTagging
son gros chat noir sur ses genoux : --	QuoteTagging
dit la mère Ponisse,	QuoteTagging
lui dit-il,	QuoteTagging
Le Chourineur vida son verre et commença ainsi : --	QuoteTagging
